string,subtlex_us.fpmw,subtlex_us.cd
hostiles,1.37,0.54
howls,1.25,0.54
impenetrable,1.02,0.54
incarcerated,1,0.54
india,1.41,0.54
indulgence,0.96,0.54
jasper,4.53,0.54
jokers,1.02,0.54
kennel,1.12,0.54
leeches,1.31,0.54
lifeboat,1.39,0.54
lifetimes,0.98,0.54
loops,1.14,0.54
lumpy,1.75,0.54
mambo,2.53,0.54
mammals,1.1,0.54
masquerade,1.61,0.54
mater,1.63,0.54
mishap,1.04,0.54
mocked,1,0.54
mortified,1,0.54
musicals,1.22,0.54
mussolini,1.16,0.54
nitrogen,1.2,0.54
nudge,1.12,0.54
nukes,2.24,0.54
oblivious,1.06,0.54
outing,1,0.54
outlets,0.88,0.54
paradox,1.27,0.54
patrolling,0.98,0.54
patrons,0.96,0.54
pediatric,1.57,0.54
penalties,0.92,0.54
phonograph,1.1,0.54
profiling,1.2,0.54
proverb,1.08,0.54
pubic,1.18,0.54
purest,0.96,0.54
rand,2.35,0.54
riffraff,1.02,0.54
sabotaged,1,0.54
salvador,2.02,0.54
samson,7.27,0.54
sardines,3.18,0.54
saunders,8.06,0.54
schultz,3.78,0.54
scrambling,0.96,0.54
seasoned,0.98,0.54
sedation,1.14,0.54
shawl,1.37,0.54
shootout,1.04,0.54
signor,4,0.54
slingshot,1.39,0.54
sneezed,1.25,0.54
snuggle,1.29,0.54
sociable,1,0.54
somewheres,1.08,0.54
spasm,1.1,0.54
splendor,1.18,0.54
stair,1.35,0.54
steed,2.55,0.54
stitched,0.98,0.54
stomachache,1.06,0.54
stout,1.04,0.54
straightaway,1,0.54
strayed,0.94,0.54
structures,1.14,0.54
sulking,1.18,0.54
sunscreen,1,0.54
supporters,1.04,0.54
surrendering,0.98,0.54
surrounds,0.88,0.54
taunting,1.02,0.54
testicle,1.14,0.54
ti,2.37,0.54
tiara,1.78,0.54
ticker,1.08,0.54
tidal,1.04,0.54
toupee,1.25,0.54
tout,1.08,0.54
trafficking,1.04,0.54
trimmed,0.92,0.54
trustees,1.31,0.54
turk,3.02,0.54
turnip,1.73,0.54
twat,1.31,0.54
tycoon,1.02,0.54
unattended,1,0.54
unpaid,1,0.54
vaccine,1.92,0.54
versatile,0.94,0.54
wedlock,1.06,0.54
widespread,0.92,0.54
abs,1.06,0.52
admirers,0.96,0.52
adrift,1,0.52
aftershave,1.08,0.52
angst,0.92,0.52
angus,4.08,0.52
appetizers,1.06,0.52
ascertain,0.96,0.52
astronomy,1.31,0.52
baffled,0.92,0.52
baggy,0.94,0.52
barkeep,0.98,0.52
beetles,1.27,0.52
bibles,1.18,0.52
blackouts,1.53,0.52
blazer,1.22,0.52
blimey,1.16,0.52
brainy,0.94,0.52
breakers,1.65,0.52
browning,2.41,0.52
buttercup,2.37,0.52
cabaret,2.25,0.52
cannibal,1.1,0.52
carburetor,1.08,0.52
casablanca,2.51,0.52
castles,0.88,0.52
centered,0.96,0.52
christianity,1.1,0.52
cite,0.94,0.52
coals,0.94,0.52
coldest,0.86,0.52
commune,1.31,0.52
completes,0.9,0.52
contend,0.94,0.52
corkscrew,1.12,0.52
crackpot,0.96,0.52
deader,0.96,0.52
decor,1.02,0.52
defeats,0.92,0.52
defines,0.88,0.52
demolished,0.94,0.52
deserts,0.88,0.52
disorganized,1.04,0.52
disparage,0.86,0.52
distances,0.9,0.52
dodged,0.9,0.52
dramatically,0.92,0.52
drones,1.41,0.52
earnings,0.94,0.52
edema,1.06,0.52
elastic,1.04,0.52
evade,0.88,0.52
executions,1.12,0.52
exiled,0.96,0.52
export,1.27,0.52
eyelashes,1.22,0.52
fakes,1.55,0.52
fanfare,1.12,0.52
farted,1.29,0.52
femur,1.14,0.52
flaunt,0.98,0.52
galloping,1.04,0.52
garland,2.18,0.52
gertrude,2.76,0.52
greyhound,0.9,0.52
growl,0.98,0.52
guatemala,1.45,0.52
gutless,1.04,0.52
gymnastics,1.53,0.52
hailing,1.31,0.52
harmonica,1.75,0.52
heller,5.94,0.52
henceforth,1,0.52
hubby,1,0.52
hula,1.96,0.52
impartial,1,0.52
independently,0.94,0.52
infested,0.94,0.52
injure,1,0.52
inquiring,0.96,0.52
insufferable,0.96,0.52
ironed,0.96,0.52
jenna,7.51,0.52
juror,2.57,0.52
kraut,1.55,0.52
lac,1.61,0.52
laddie,1.92,0.52
liven,0.9,0.52
lizards,1.27,0.52
loosened,1.02,0.52
magnifying,0.96,0.52
makings,0.94,0.52
marc,5.14,0.52
marys,1.12,0.52
meadows,1.84,0.52
misled,0.94,0.52
naples,1.86,0.52
negotiator,1.31,0.52
nietzsche,1.41,0.52
nutshell,0.94,0.52
obituary,1.33,0.52
oily,0.96,0.52
ole,2.43,0.52
oppressive,0.92,0.52
ovation,0.88,0.52
overalls,1.02,0.52
overflow,0.96,0.52
overhearing,0.86,0.52
oversized,0.92,0.52
pear,1.33,0.52
pedestal,1.31,0.52
phat,1.37,0.52
pimps,1.2,0.52
plunged,0.98,0.52
polk,2.12,0.52
preservation,1.08,0.52
privates,0.98,0.52
profiles,0.98,0.52
projecting,1.22,0.52
projections,1.1,0.52
projector,1.22,0.52
prosecuting,1.22,0.52
pucker,0.88,0.52
purses,0.96,0.52
rails,1.04,0.52
rebellious,0.92,0.52
registering,0.94,0.52
resistant,0.9,0.52
rigging,1.08,0.52
rodents,1,0.52
rubies,1.06,0.52
rufus,3.65,0.52
rut,1.53,0.52
satchel,1.47,0.52
saxophone,1.69,0.52
scholarships,1.08,0.52
seducing,0.96,0.52
seduction,0.98,0.52
sewage,1.18,0.52
shea,1.63,0.52
sioux,2.16,0.52
slugger,1.1,0.52
smelt,1.02,0.52
snapshot,1.04,0.52
sneezing,1.1,0.52
socialize,0.96,0.52
soiled,0.9,0.52
spectators,1.02,0.52
squashed,0.94,0.52
squeals,1.35,0.52
squint,1,0.52
stead,1.06,0.52
stockade,1.45,0.52
subpoenaed,1.06,0.52
sunup,1.16,0.52
suspecting,0.96,0.52
switchboard,1.14,0.52
taxis,1.02,0.52
tended,1,0.52
themes,1.12,0.52
therein,0.92,0.52
thereof,0.98,0.52
toolbox,1.25,0.52
tulsa,1.88,0.52
tweezers,1.02,0.52
unconditional,0.92,0.52
upload,1.14,0.52
upwards,0.9,0.52
users,1.24,0.52
variables,1.02,0.52
variations,0.94,0.52
warhead,3.24,0.52
weirdness,0.94,0.52
wimps,1.02,0.52
winch,1.35,0.52
wither,0.92,0.52
wrestled,0.92,0.52
wronged,1.1,0.52
abigail,3.02,0.51
abruptly,0.88,0.51
absolution,0.94,0.51
advisory,1,0.51
agricultural,0.94,0.51
aka,1.02,0.51
appetites,0.9,0.51
asbestos,1.29,0.51
asteroid,1.69,0.51
atoms,1.73,0.51
atrocities,1.04,0.51
attribute,0.88,0.51
attributed,0.86,0.51
avocado,1.22,0.51
badgering,1.04,0.51
barriers,0.92,0.51
beaucoup,1.12,0.51
bestowed,0.9,0.51
bleached,0.96,0.51
bombay,2.29,0.51
booger,1.22,0.51
bouncy,1.78,0.51
breathless,1.08,0.51
bueno,1.04,0.51
builder,0.94,0.51
bullying,0.98,0.51
cabins,0.94,0.51
candies,1.12,0.51
capitalism,1,0.51
capone,1.63,0.51
cashing,0.96,0.51
ceilings,1,0.51
clerical,0.98,0.51
collide,0.92,0.51
comatose,0.98,0.51
cometh,0.94,0.51
commemorate,0.92,0.51
communicated,0.94,0.51
completing,0.84,0.51
compressions,1.61,0.51
concur,1.2,0.51
contender,0.96,0.51
convicts,1.25,0.51
cordon,0.96,0.51
cramping,0.88,0.51
cretin,1,0.51
crimson,1.31,0.51
croak,1.16,0.51
das,1.49,0.51
dazzle,1,0.51
demeanor,1.06,0.51
detergent,1.02,0.51
devoured,0.9,0.51
disagreeable,0.96,0.51
dismal,0.94,0.51
dissatisfied,0.94,0.51
disturbs,0.9,0.51
dizziness,0.92,0.51
doable,0.92,0.51
dossier,1.1,0.51
downed,1.06,0.51
enigma,0.92,0.51
erica,5.35,0.51
exaggeration,0.92,0.51
exploits,0.94,0.51
federation,3.86,0.51
flex,0.98,0.51
frightfully,1.06,0.51
fruitful,0.92,0.51
furnish,0.94,0.51
gallop,0.94,0.51
gizmo,1.63,0.51
gorge,1.31,0.51
graders,1.02,0.51
groping,0.88,0.51
gutted,0.94,0.51
hallways,0.84,0.51
hawks,2.73,0.51
haywire,1.25,0.51
hemorrhoids,0.9,0.51
hilary,5.08,0.51
homies,1.18,0.51
honeys,1,0.51
hormonal,0.84,0.51
hurrah,2.35,0.51
impertinent,1.08,0.51
infrastructure,1.18,0.51
ingenuity,0.92,0.51
initiating,1.02,0.51
instability,1.02,0.51
insulation,1,0.51
invaders,1.45,0.51
irritate,0.94,0.51
jailed,0.86,0.51
kaput,1,0.51
klutz,0.92,0.51
larynx,1.14,0.51
leapt,0.88,0.51
ledger,1.22,0.51
licenses,0.94,0.51
lilly,4.67,0.51
loch,1.73,0.51
loudmouth,1.04,0.51
lumbar,1.02,0.51
lunacy,1,0.51
mahjong,1.75,0.51
margins,1.04,0.51
maya,4.67,0.51
mending,0.96,0.51
menopause,1.24,0.51
mercenaries,1.18,0.51
miraculously,0.86,0.51
miriam,6.69,0.51
modify,0.98,0.51
mommies,0.92,0.51
mousse,1.16,0.51
movers,1.14,0.51
narc,1.45,0.51
necktie,1.2,0.51
nephews,1.08,0.51
newcomer,1.08,0.51
newspaperman,1.43,0.51
nutrition,0.94,0.51
obstructing,0.9,0.51
omega,1.49,0.51
orbital,1.25,0.51
ore,1.65,0.51
org,0.98,0.51
owls,2.12,0.51
oxide,1.2,0.51
parkway,1.04,0.51
pedes,1.88,0.51
peripheral,0.96,0.51
petersburg,1.94,0.51
pharmacist,1.53,0.51
planner,1.63,0.51
playwright,1.41,0.51
pollen,1.22,0.51
polluted,0.98,0.51
portugal,1.33,0.51
pounded,0.86,0.51
procession,1.27,0.51
prodigy,1.31,0.51
purchasing,1,0.51
qu,2.27,0.51
quicksand,1.47,0.51
recap,0.86,0.51
regal,1.14,0.51
relied,0.94,0.51
reluctance,0.9,0.51
retreated,1,0.51
roped,0.94,0.51
rots,0.86,0.51
safekeeping,0.9,0.51
salaries,1.02,0.51
samaritan,1.14,0.51
scandalous,0.9,0.51
schoolwork,0.96,0.51
scorn,1.16,0.51
scrounge,0.88,0.51
scuse,1.06,0.51
settings,0.96,0.51
shellfish,0.98,0.51
shocker,0.94,0.51
simulate,1.16,0.51
sixes,1.22,0.51
smudge,1,0.51
smuggler,1.22,0.51
smut,1.37,0.51
snails,2.22,0.51
soaps,1.02,0.51
sophistication,0.96,0.51
sorely,0.86,0.51
soviets,1.76,0.51
spacecraft,2.25,0.51
sponges,1.14,0.51
springer,1.78,0.51
springing,0.86,0.51
stalls,0.96,0.51
stationary,0.96,0.51
stunk,0.9,0.51
subtitle,1.02,0.51
swirl,0.9,0.51
talkative,0.9,0.51
tanked,0.94,0.51
teased,0.94,0.51
territories,1.2,0.51
thrusters,1.76,0.51
toxicology,1.04,0.51
trendy,0.86,0.51
undivided,0.92,0.51
unforgettable,0.94,0.51
unmistakable,0.88,0.51
unofficial,0.98,0.51
unveiling,1.02,0.51
uprising,1.16,0.51
viewer,1.53,0.51
voicemail,1.02,0.51
wanders,0.88,0.51
warlock,3.63,0.51
warms,0.86,0.51
wasp,1.43,0.51
watchdog,1.04,0.51
wharf,1.27,0.51
whup,1.33,0.51
willpower,1.06,0.51
woodwork,0.84,0.51
wop,1.73,0.51
yearly,0.88,0.51
zilch,0.88,0.51
accelerated,0.96,0.5
adhesive,0.92,0.5
aired,0.88,0.5
alec,4.29,0.5
alterations,0.94,0.5
amour,1.86,0.5
anonymity,0.9,0.5
anthropologist,1.04,0.5
asparagus,0.98,0.5
assorted,0.96,0.5
avail,0.84,0.5
baba,2.35,0.5
babylon,2.35,0.5
ballgame,1.02,0.5
belgian,0.94,0.5
bellevue,1.18,0.5
beneficiary,1.35,0.5
blunder,0.9,0.5
boating,1.02,0.5
bonsoir,1.24,0.5
bottomless,0.88,0.5
bourgeois,1.18,0.5
brits,1.41,0.5
browsing,1.02,0.5
calcutta,1.16,0.5
carmine,2.18,0.5
casts,0.98,0.5
celestial,1.08,0.5
champs,1.1,0.5
chartered,0.88,0.5
cleverly,0.88,0.5
commies,1.14,0.5
commute,0.88,0.5
concealing,0.98,0.5
conduit,1.04,0.5
confided,0.84,0.5
contraband,0.94,0.5
contractors,1.1,0.5
correspond,0.94,0.5
creaks,1.12,0.5
crease,1.35,0.5
crunching,0.94,0.5
dainty,1.2,0.5
danes,1.63,0.5
dashed,0.9,0.5
daydream,0.96,0.5
defining,0.98,0.5
degraded,0.9,0.5
deplorable,0.92,0.5
descendant,1.08,0.5
designers,1.06,0.5
dictated,0.88,0.5
digestive,0.88,0.5
diminish,0.82,0.5
disagreed,0.82,0.5
disrupted,0.84,0.5
dissect,0.98,0.5
dives,1,0.5
divorcing,1,0.5
docs,1,0.5
dud,1.25,0.5
dysfunction,1.2,0.5
eiffel,1.86,0.5
eulogy,1.65,0.5
exiting,0.94,0.5
fearing,0.86,0.5
financed,0.96,0.5
fins,1.18,0.5
flavors,1.29,0.5
flirted,0.94,0.5
floorboards,0.96,0.5
franz,1.76,0.5
garfield,3.63,0.5
glazed,0.98,0.5
godsend,0.88,0.5
gore,1.08,0.5
gout,1.39,0.5
grains,0.98,0.5
grate,1.02,0.5
gravitational,1.12,0.5
guitars,1.18,0.5
hangman,1.29,0.5
hedges,1.39,0.5
hijack,1.55,0.5
hooligans,1.02,0.5
housed,0.82,0.5
hypnotic,1.31,0.5
ignores,0.88,0.5
impersonal,0.86,0.5
indicator,0.86,0.5
indiscretion,1.04,0.5
innovative,1.02,0.5
insights,1.02,0.5
insistent,0.84,0.5
insolence,0.88,0.5
issuing,0.9,0.5
jailhouse,1.35,0.5
kamikaze,1.33,0.5
letterman,1.25,0.5
libido,1.12,0.5
linens,1.04,0.5
locksmith,1.02,0.5
lodging,0.84,0.5
loophole,1.02,0.5
lucked,0.92,0.5
magistrate,1.37,0.5
mandarin,1.31,0.5
marmalade,1.02,0.5
massacred,0.96,0.5
melons,1.41,0.5
memoirs,1.1,0.5
morrow,2.33,0.5
muslims,1.76,0.5
newsstand,1.04,0.5
nines,1.06,0.5
nonexistent,0.84,0.5
nutritious,0.88,0.5
oozing,0.92,0.5
operas,0.86,0.5
orchestrated,0.88,0.5
overpriced,0.84,0.5
pamphlet,1.18,0.5
paroled,0.92,0.5
pearly,1,0.5
pharaoh,2.2,0.5
pickings,0.88,0.5
piggyback,1.08,0.5
pious,0.94,0.5
playtime,0.94,0.5
postage,0.94,0.5
poultry,1,0.5
precedes,0.86,0.5
preschool,1.2,0.5
pressured,0.88,0.5
pretense,0.86,0.5
problematic,0.94,0.5
proclaim,0.92,0.5
provoking,0.9,0.5
punctured,0.9,0.5
pus,1,0.5
queue,1.18,0.5
quincy,3.98,0.5
quirks,0.92,0.5
rabble,1.06,0.5
raggedy,1.29,0.5
reacts,0.88,0.5
realist,0.88,0.5
reassure,0.88,0.5
reek,0.9,0.5
reinforce,0.94,0.5
relinquish,0.9,0.5
repairing,0.82,0.5
repairman,1.06,0.5
rerun,0.92,0.5
retaliation,0.94,0.5
retards,0.94,0.5
retraction,1,0.5
routines,1.12,0.5
sanction,0.84,0.5
sandman,2.43,0.5
scarring,0.92,0.5
shambles,0.92,0.5
shank,1.35,0.5
sicilian,1.57,0.5
signaling,0.98,0.5
skater,1.9,0.5
slacks,1.1,0.5
slobs,0.9,0.5
snapshots,0.92,0.5
snatching,0.9,0.5
snores,0.9,0.5
soaring,1.04,0.5
soggy,0.98,0.5
spec,0.86,0.5
spineless,0.86,0.5
stacking,0.9,0.5
stalks,1.08,0.5
stethoscope,0.94,0.5
streaming,0.94,0.5
successes,0.86,0.5
supplement,1.14,0.5
sweetly,1.02,0.5
swig,0.94,0.5
tantrum,0.88,0.5
tensions,0.88,0.5
tentacles,1.1,0.5
testy,0.96,0.5
thats,4,0.5
tingle,1.1,0.5
topics,0.92,0.5
topside,1.29,0.5
tote,1.08,0.5
tourniquet,0.98,0.5
trespasses,0.86,0.5
trillion,1.02,0.5
truckload,1,0.5
tubs,0.9,0.5
tulips,1.14,0.5
ulterior,0.9,0.5
unconventional,0.86,0.5
undying,0.86,0.5
untimely,0.86,0.5
uphill,0.94,0.5
vancouver,1.76,0.5
vary,0.92,0.5
venezuela,1.22,0.5
ventilator,1.25,0.5
verification,0.9,0.5
versed,1.1,0.5
waterproof,0.98,0.5
watts,1.24,0.5
weatherman,2.1,0.5
whiplash,1.76,0.5
whoosh,1.18,0.5
wont,1.59,0.5
workup,0.96,0.5
wreath,1.06,0.5
wrongly,0.94,0.5
yearn,0.96,0.5
abundance,0.88,0.49
adamant,0.98,0.49
admittedly,0.92,0.49
adolescence,0.86,0.49
aids,1.06,0.49
almond,1.1,0.49
alphabetical,0.86,0.49
amazes,0.84,0.49
anecdote,1.08,0.49
anew,0.86,0.49
anterior,0.94,0.49
anus,1.1,0.49
appreciative,0.8,0.49
aptitude,1.08,0.49
aristocrat,1.35,0.49
assaults,0.92,0.49
assigning,0.84,0.49
assures,0.84,0.49
astonished,0.94,0.49
aurora,2.45,0.49
austrian,1.27,0.49
babble,0.86,0.49
biopsy,1.55,0.49
bores,0.8,0.49
boudoir,0.88,0.49
bounces,0.88,0.49
brainless,0.88,0.49
breezes,0.84,0.49
bulge,0.94,0.49
bulldozer,1.29,0.49
bullock,6.39,0.49
burgundy,2.69,0.49
busiest,0.86,0.49
camels,1.41,0.49
carnegie,1.02,0.49
cartel,1.27,0.49
cassie,5.16,0.49
chemotherapy,1.16,0.49
chummy,1.06,0.49
circulate,0.92,0.49
clandestine,0.88,0.49
committees,1.08,0.49
configuration,0.94,0.49
confounded,1.06,0.49
conserve,0.86,0.49
constitute,0.84,0.49
consummate,0.98,0.49
corp,1.29,0.49
crabby,0.92,0.49
crazies,0.92,0.49
creme,1.25,0.49
cubic,0.86,0.49
cupcakes,1.49,0.49
davies,2.47,0.49
davy,2.8,0.49
decorative,0.86,0.49
decreased,0.88,0.49
defies,0.86,0.49
deserting,0.8,0.49
determines,0.9,0.49
detox,1.33,0.49
dined,0.88,0.49
disarmed,0.92,0.49
discrepancy,0.88,0.49
dismantle,0.9,0.49
displaced,0.9,0.49
dwarfs,1.08,0.49
eggplant,1.1,0.49
egos,0.9,0.49
endearing,0.86,0.49
enhanced,0.96,0.49
equations,0.98,0.49
exhibited,0.82,0.49
exploitation,1,0.49
expressway,0.96,0.49
facade,0.82,0.49
fatality,0.9,0.49
feller,1.71,0.49
felons,1.25,0.49
femoral,1.06,0.49
fiji,1.47,0.49
floppy,1.14,0.49
forearm,0.98,0.49
fortnight,0.9,0.49
fresno,1.02,0.49
frisco,1.37,0.49
generating,0.84,0.49
genesis,2,0.49
getup,0.84,0.49
glaze,0.88,0.49
gnarly,1.06,0.49
gopher,1.41,0.49
grazed,0.9,0.49
grisly,0.9,0.49
guardians,1.33,0.49
hammock,1.39,0.49
hatches,1.1,0.49
hearst,6.71,0.49
heifer,1.2,0.49
hindsight,0.9,0.49
horoscope,1.18,0.49
hos,1.45,0.49
hoses,1.08,0.49
ike,1.86,0.49
illiterate,0.98,0.49
imaginations,0.86,0.49
imperfect,0.96,0.49
impractical,0.88,0.49
imprint,1.25,0.49
incapacitated,0.94,0.49
inconceivable,0.9,0.49
inexcusable,0.84,0.49
insidious,0.88,0.49
insinuating,0.96,0.49
integrated,1.08,0.49
invariably,0.86,0.49
irene,3.16,0.49
jerked,0.82,0.49
justification,0.92,0.49
kang,6.9,0.49
keyhole,1.04,0.49
kickoff,1.04,0.49
knobs,1.04,0.49
landscaping,1.25,0.49
liquids,0.88,0.49
lowers,0.96,0.49
madder,0.86,0.49
mal,2.73,0.49
manned,1.29,0.49
martian,1.73,0.49
mattresses,1.08,0.49
minefield,1.02,0.49
misread,0.86,0.49
molten,1.16,0.49
mondays,1.04,0.49
mouthpiece,0.92,0.49
mowing,0.94,0.49
mugging,1.12,0.49
navel,1.24,0.49
negotiable,0.9,0.49
neurologist,1,0.49
ni,1.41,0.49
nitro,1.71,0.49
nix,1.63,0.49
normandy,1.76,0.49
nuthouse,0.9,0.49
oaf,0.98,0.49
obituaries,1.04,0.49
observers,1.08,0.49
offhand,0.9,0.49
olympus,1.78,0.49
overflowing,0.8,0.49
pandora,0.84,0.49
partake,0.96,0.49
patented,0.8,0.49
pedicure,0.86,0.49
perished,1,0.49
pestering,0.84,0.49
phooey,1.16,0.49
physiology,0.96,0.49
pinkie,1.67,0.49
plunder,0.84,0.49
plural,0.96,0.49
prancing,0.9,0.49
pranks,1.04,0.49
prays,1,0.49
predecessor,0.92,0.49
preserving,0.9,0.49
progressed,0.84,0.49
promoter,1,0.49
promotions,1.1,0.49
python,1.55,0.49
quantities,0.9,0.49
quarts,1.06,0.49
ramifications,0.86,0.49
rapists,0.96,0.49
ravine,1.84,0.49
recognizing,0.8,0.49
reconciliation,1.02,0.49
reg,3.88,0.49
regrettable,0.92,0.49
reprieve,1,0.49
reputable,0.84,0.49
requisition,1.12,0.49
respective,0.8,0.49
resurrected,0.98,0.49
revere,1.12,0.49
ridiculously,0.9,0.49
robs,0.9,0.49
rooftops,0.88,0.49
rookies,1.18,0.49
rudeness,0.84,0.49
rupture,1.29,0.49
sahara,1.41,0.49
savin,0.8,0.49
scarecrow,1.75,0.49
scholars,0.92,0.49
schoolyard,0.86,0.49
scratchy,0.96,0.49
screwball,1.12,0.49
seaboard,1.2,0.49
shackles,0.92,0.49
shakedown,0.9,0.49
shoelaces,1.06,0.49
shotguns,0.98,0.49
sickening,0.9,0.49
skim,0.84,0.49
slater,4.35,0.49
slaying,0.92,0.49
slugged,1.18,0.49
slump,1.2,0.49
slums,0.98,0.49
snooze,0.9,0.49
sores,1.18,0.49
spam,1.16,0.49
splatter,0.86,0.49
splattered,0.96,0.49
splinters,0.88,0.49
spontaneously,0.8,0.49
sprinklers,0.94,0.49
squirm,0.82,0.49
stellar,0.8,0.49
stiffed,0.92,0.49
stockbroker,1.06,0.49
strangulation,0.96,0.49
sugars,0.94,0.49
supervising,0.86,0.49
supplying,0.82,0.49
tasteless,0.88,0.49
tnt,1.14,0.49
tranquilizers,0.88,0.49
transient,1.02,0.49
travesty,0.9,0.49
triplets,1.2,0.49
undies,0.94,0.49
unified,1.16,0.49
unimaginable,0.92,0.49
unplug,0.86,0.49
viruses,1.16,0.49
vomited,0.98,0.49
wanton,0.82,0.49
wards,1.02,0.49
wiedersehen,1.25,0.49
wildcat,1.39,0.49
willies,0.88,0.49
woozy,0.84,0.49
workings,0.82,0.49
wristwatch,1.16,0.49
writings,1.06,0.49
yak,1.39,0.49
zeppelin,1.18,0.49
achilles,2.25,0.48
activist,0.98,0.48
agriculture,1.1,0.48
airstrip,1.12,0.48
albino,1.16,0.48
alienated,0.8,0.48
alligators,1.27,0.48
amid,0.88,0.48
amputate,0.86,0.48
anchovies,0.98,0.48
aristotle,1.2,0.48
atmospheric,0.92,0.48
authorised,0.9,0.48
balboa,4.47,0.48
barton,4.47,0.48
bawling,0.84,0.48
beamed,0.94,0.48
believers,0.86,0.48
beret,0.94,0.48
bewitched,1.47,0.48
birthplace,0.8,0.48
blimp,1.04,0.48
bloc,0.94,0.48
bloods,0.86,0.48
bogart,1.25,0.48
bohemian,0.94,0.48
bookkeeper,1.27,0.48
bozos,0.98,0.48
braid,0.94,0.48
brides,0.92,0.48
brim,0.88,0.48
brokers,1.1,0.48
bronco,1.41,0.48
buggers,0.82,0.48
burrows,2.45,0.48
buttered,0.82,0.48
buzzes,1.22,0.48
campaigns,0.9,0.48
cannibals,0.96,0.48
cartridge,0.96,0.48
cartridges,1,0.48
cello,1.86,0.48
census,1.37,0.48
cheddar,1.78,0.48
chefs,1.02,0.48
chirping,0.98,0.48
circuitry,0.86,0.48
clipper,1.16,0.48
clout,0.94,0.48
clutches,0.84,0.48
coincide,0.78,0.48
coincidental,0.82,0.48
commendable,0.86,0.48
conflicted,0.92,0.48
conjecture,0.82,0.48
conqueror,1.12,0.48
consistently,0.86,0.48
cordial,1.22,0.48
correcting,0.8,0.48
craftsman,0.92,0.48
crossfire,0.9,0.48
custard,1.25,0.48
cylinders,1.06,0.48
decode,1.08,0.48
dell,2.43,0.48
departmental,0.82,0.48
dictates,0.82,0.48
diffuse,0.98,0.48
discard,1.08,0.48
disclosure,1,0.48
discredit,0.9,0.48
disengage,1.06,0.48
diversity,1.1,0.48
dozed,0.8,0.48
drape,1.04,0.48
earplugs,0.84,0.48
elevate,0.84,0.48
elle,3.24,0.48
embezzlement,0.94,0.48
ergo,0.84,0.48
euphemism,0.9,0.48
exemplary,0.86,0.48
explorers,1.16,0.48
extinguish,0.84,0.48
fetus,1.61,0.48
fireball,1.49,0.48
flagged,0.9,0.48
flask,1.12,0.48
flinch,1.14,0.48
flourish,0.8,0.48
freebie,0.8,0.48
gangrene,0.9,0.48
genre,1.06,0.48
gettysburg,1.14,0.48
giveaway,0.78,0.48
greased,1.33,0.48
groan,0.92,0.48
gutters,1.18,0.48
handmade,0.9,0.48
heathens,1.04,0.48
heightened,0.84,0.48
heiress,1.14,0.48
hispanic,1.25,0.48
hitchhike,0.94,0.48
homely,0.92,0.48
horseshoe,1.02,0.48
hounding,0.84,0.48
hummer,1.37,0.48
hunches,0.94,0.48
hysterically,1,0.48
imitates,0.94,0.48
impaired,0.84,0.48
infections,0.92,0.48
informs,0.84,0.48
injunction,1.29,0.48
innuendo,0.9,0.48
instinctively,0.84,0.48
instituted,0.8,0.48
intervened,0.8,0.48
intolerant,0.86,0.48
invoice,1.04,0.48
irreplaceable,0.84,0.48
irrigation,0.84,0.48
jellyfish,1.45,0.48
jeweler,1.04,0.48
jigsaw,1.86,0.48
joyride,0.88,0.48
juncture,0.78,0.48
kudos,0.86,0.48
layman,0.94,0.48
lingering,0.88,0.48
lm,1.43,0.48
lobsters,2.14,0.48
lookee,0.9,0.48
lovelier,0.82,0.48
mannequin,1.22,0.48
martyrs,0.94,0.48
maxim,1.27,0.48
microphones,0.98,0.48
militant,0.88,0.48
misleading,0.84,0.48
moat,1.18,0.48
modem,1.08,0.48
monoxide,1.14,0.48
monuments,0.9,0.48
mort,2.51,0.48
mouthwash,0.96,0.48
namely,1.04,0.48
newsweek,0.98,0.48
nook,1.06,0.48
northwestern,1.61,0.48
noticeable,0.88,0.48
nylons,1.25,0.48
objectively,1,0.48
onset,0.84,0.48
originals,1.14,0.48
outlawed,0.88,0.48
pail,0.94,0.48
parades,0.84,0.48
paved,0.88,0.48
peroxide,1.08,0.48
pesos,1.86,0.48
philanthropist,0.88,0.48
phobia,1.02,0.48
pigsty,0.84,0.48
pimping,1.08,0.48
pining,0.86,0.48
pinning,0.84,0.48
planetary,1.08,0.48
plunger,0.94,0.48
polygraph,1.59,0.48
positioning,0.84,0.48
pouting,0.92,0.48
prepares,0.88,0.48
promiscuous,1.02,0.48
propulsion,1.16,0.48
punishable,0.82,0.48
quail,1.33,0.48
quarterly,0.88,0.48
ravaged,0.86,0.48
redirect,0.94,0.48
relics,0.96,0.48
religions,0.92,0.48
researchers,1.12,0.48
retrieved,0.82,0.48
revelations,1.04,0.48
revered,0.8,0.48
rhino,2.08,0.48
rift,1.08,0.48
ringside,0.92,0.48
roscoe,1.84,0.48
rouse,0.92,0.48
rumba,1.2,0.48
santiago,3.25,0.48
scariest,0.82,0.48
scooped,0.88,0.48
settlers,1.14,0.48
sevens,1.04,0.48
shamed,0.86,0.48
shorthand,1,0.48
shrieks,1.08,0.48
sibling,0.96,0.48
simulated,0.94,0.48
sleek,0.84,0.48
smacks,0.82,0.48
smashes,0.82,0.48
soles,0.92,0.48
spender,1.33,0.48
sprain,0.84,0.48
