string, subtlex_uk.zipf, subtlex_uk.DomPoS
0, , 
0, , 
sortable,1.39,adjective
sortation,1.17,noun
sorte,1.65,unclassified
sorted,4.52,verb
sorter,2.13,noun
sorters,1.6,noun
sortez,1.3,name
sortie,2.24,noun
sorties,2.53,noun
sortileges,1.3,name
sortin,1.17,verb
sorting,4.03,verb
sorts,4.68,noun
sorty,1.17,adjective
sorvino,1.17,name
sos,3.26,name
sosa,1.54,name
sosabowski,1.17,name
sosban,2,adjective
sosh,1.3,adjective
soskice,1.3,name
soskin,1.3,name
sosm,1.17,verb
sospiri,1.47,unclassified
sospiro,1.17,name
sossidis,1.6,name
sost,1.17,preposition
sot,2.25,noun
soth,1.3,adjective
sothe,1.39,adjective
sotheby,2.8,name
sothebys,1.39,noun
sotherton,2.25,name
sothey,1.3,adjective
sotho,1.17,name
sotland,1.17,name
soto,1.65,name
sotomayor,1.3,name
sotonian,1.17,adjective
sots,1.47,verb
sotto,2.06,name
sou,2.28,noun
soub,1.17,verb
soubeyras,1.6,name
soubise,1.9,noun
soubrette,1.6,noun
soubriquet,1.65,noun
soubry,2.28,name
souch,1.47,name
souchong,2.19,name
soudain,1.3,unclassified
souds,1.17,verb
souf,1.3,noun
soufan,1.65,name
souffle,3.64,noun
souffled,1.47,verb
souffleing,1.17,verb
souffles,2.87,noun
souffre,1.17,noun
soufriere,1.6,name
souge,1.39,name
sough,2.02,adjective
sought,4.13,verb
sought-after,3.41,adjective
souk,2.14,noun
soukouna,1.17,name
souks,1.7,noun
soul,4.53,noun
sould,1.47,noun
souled,1.47,adjective
soulful,2.86,adjective
soulfulness,1.6,noun
soulicious,1.3,name
souling,1.47,verb
soulja,2.38,name
soulless,2.63,adjective
soulman,1.39,noun
soulmate,2.53,noun
soulmates,2.25,noun
souls,3.7,noun
soulsby,2.09,name
soumare,2.06,name
soumillon,1.95,name
soun,1.6,name
sound,5.16,noun
soundalike,1.17,adjective
soundari,2.61,name
soundascope,1.81,noun
soundbite,2.39,noun
soundbites,2.41,noun
soundboard,1.65,noun
soundbox,1.3,noun
soundcheck,1.7,noun
soundchecks,1.17,noun
soundcloud,1.54,name
sounded,4.16,verb
sounder,2.08,noun
sounders,1.65,noun
soundest,1.3,adjective
soundgarden,1.7,name
soundhouse,1.47,name
soundie,1.17,noun
soundin,1.54,noun
sounding,3.84,verb
soundings,2.34,noun
soundless,1.17,adjective
soundly,2.68,adverb
soundman,2.35,noun
soundmen,1.39,noun
soundness,1.65,noun
soundpost,1.3,noun
soundproof,2.59,adjective
soundproofed,2.16,verb
soundproofing,2.41,noun
sounds,5.1,verb
soundscape,2.04,noun
soundscapes,1.87,noun
soundstage,1.3,noun
soundsystem,1.97,name
soundtrack,3.36,noun
soundtracked,1.47,verb
soundtracking,1.3,verb
soundtracks,2.48,noun
soundwave,1.95,name
soundwaves,1.9,noun
souness,2.39,name
soup,4.41,noun
soupage,1.39,noun
soupcon,2.06,noun
soupe,1.17,noun
souped,2.71,verb
souper,1.9,noun
soupers,1.39,noun
souping,1.17,verb
soups,3.1,noun
soupy,2.35,adjective
sour,3.97,adjective
source,4.44,noun
sourced,3.34,verb
sourcer,1.17,noun
sources,4.05,noun
sourcing,3.11,verb
sourdough,2.61,adjective
sourdoughs,1.3,noun
soured,2.67,verb
sourest,1.47,adjective
sourface,1.17,noun
souring,2,noun
sourire,1.39,noun
souris,1.7,unclassified
sourness,2.74,noun
sourpuss,1.97,noun
sours,2.04,noun
sourtoe,1.3,name
sourton,1.17,name
soury,1.17,adjective
sous,3.12,adjective
sousa,2.5,name
sousaphone,1.7,noun
souse,1.65,noun
soused,2.11,adjective
sousek,1.17,name
sousing,1.3,verb
sout,1.17,noun
soutar,2.52,name
soutenu,1.3,noun
souter,2.14,name
souterrain,1.17,noun
south,5.36,name
south-east,4.13,noun
south-eastern,2.74,adjective
south-facing,3,adjective
south-west,4.14,adjective
south-westerly,3.13,adjective
south-western,2.77,adjective
southall,2.81,name
southam,2.23,name
southampton,4.22,name
southbank,2.2,name
southborough,1.6,name
southbound,2.79,adjective
southbourne,1.39,name
southcombe,1.7,name
southcott,1.17,name
southdown,1.65,name
southeast,3.39,noun
southeasterly,1.17,adjective
southeastern,2.35,name
southeastwards,1.54,noun
southee,2.19,name
southend,3.72,name
southerland,1.3,name
southerlies,1.39,noun
southerly,3.15,adjective
southern,4.5,adjective
southerndown,1.17,name
southerner,2.35,noun
southerners,2.64,noun
southernly,1.17,adverb
southernmost,2.65,adjective
southerns,1.3,name
southey,2.09,name
southfield,1.39,name
southfields,1.74,name
southfork,1.93,name
southgate,2.58,name
southland,1.74,name
southmead,2.02,name
southmoor,1.6,name
southon,3.16,name
southouse,2.5,name
southowram,1.6,name
southpaw,2.17,noun
southpaws,1.17,noun
southport,3.12,name
southrons,1.3,name
southsea,2.52,name
southside,2.09,name
southville,1.3,name
southward,2.29,adjective
southwards,3.18,noun
southwark,3.17,name
southway,1.17,name
southwell,2.77,name
southwest,3.43,adjective
southwesterly,2.14,adjective
southwestern,2.13,adjective
southwick,1.77,name
southwold,2.62,name
southwood,1.47,name
southworth,1.17,name
southyia,1.17,noun
soutine,1.6,name
soutter,1.3,name
souvenir,3.49,noun
souvenirs,3.22,noun
souviens,1.3,name
souvlaki,1.7,noun
souza,2.19,name
sov,1.7,name
sove,1.17,verb
sovereign,3.97,adjective
sovereignity,1.87,noun
sovereigns,3.18,noun
sovereignty,3.49,noun
soviet,3.98,adjective
soviets,3.2,name
sow,3.62,verb
sowa,1.6,name
sowden,1.65,name
sowe,1.54,adjective
sowed,2.84,verb
sower,1.6,noun
sowerberry,1.47,name
sowerbutts,1.77,name
sowerby,2.16,name
sowers,1.3,noun
sowersby,1.3,name
sowester,1.17,name
soweto,2.8,name
sowing,3.19,noun
sowings,1.17,noun
sowldiwr,1.39,unclassified
sown,3.23,verb
sowry,1.17,name
sows,2.79,verb
sowton,1.84,name
sowwy,1.3,name
sox,2.39,name
soy,3.64,noun
soya,3.11,noun
soybean,1.54,noun
soybeans,1.47,noun
soyer,2.25,name
soyez,1.3,name
soyland,1.39,name
soylent,1.6,name
soyou,1.17,verb
soyuz,2.31,name
soz,2.34,name
soze,1.81,name
sozi,1.17,name
sozio,1.17,name
sozzled,2.17,verb
sozzlement,1.17,noun
sp,2.68,name
spa,3.79,noun
space,5.29,noun
spaceballs,1.7,noun
spacebar,1.3,name
spaceboy,2.02,name
spacecraft,3.46,noun
spacecrafts,1.54,noun
spaced,3.02,verb
spaceflight,2,noun
spacehopper,1.84,noun
spacek,2.02,name
spacelane,1.17,noun
spaceless,1.54,adjective
spaceman,2.8,noun
spacemen,2.13,noun
spacenut,1.39,name
spaceport,1.39,noun
spacer,1.77,noun
spacers,1.77,noun
spaces,4.06,noun
spaceship,3.56,noun
spaceships,2.82,noun
spacesuit,2.71,noun
spacesuits,2.19,noun
spacewalk,1.97,noun
spacewalking,1.39,verb
spacewalks,1.6,noun
spacex,1.47,name
spacey,3,name
space\/time,1.3,noun
spacial,1.9,adjective
spacing,2.54,noun
spacings,1.6,noun
spacious,4.01,adjective
spaciousness,2.11,noun
spacy,1.17,adjective
spad,1.93,name
spade,3.59,noun
spaded,1.17,verb
spader,1.17,name
spades,3.36,noun
spadework,1.39,noun
spadey,1.17,noun
spadger,1.17,name
spads,2.04,noun
spaech,1.54,noun
spag,2.64,noun
spaghetti,3.79,noun
spaghettification,1.3,noun
spaghettified,1.3,verb
spaghettini,1.47,noun
spago,1.47,name
spai,1.54,noun
spain,4.67,name
spaing,1.39,verb
spaingget,1.3,noun
spaix,1.17,noun
spake,2.19,verb
spalding,2.67,name
spall,2.52,name
spalls,1.17,noun
spam,3.26,name
spamalot,2.14,name
spammers,1.74,noun
spamming,1.17,verb
span,3.59,noun
spanakopita,1.7,name
spandau,2.86,name
spandex,2.47,noun
spandrel,1.17,noun
spandrels,1.81,noun
spang,2.08,name
spangle,2.11,noun
spangled,2.64,verb
spangler,2.58,name
spangles,1.87,noun
spangling,1.17,verb
spanglish,1.39,adjective
spangly,2.35,adverb
spaniard,3.18,name
spaniards,2.95,name
spaniel,3.2,noun
spaniels,2.73,noun
spanisch,1.87,name
spanish,4.5,adjective
spanishness,1.17,name
spanishy,1.39,adjective
spank,2.56,verb
spanked,2.43,verb
spanker,1.74,noun
spankers,2.04,noun
spankin,1.17,verb
spanking,3.28,adjective
spankingly,1.3,adverb
spanks,1.74,verb
spanky,2.34,name
spankyflanker,1.17,name
spanley,1.9,name
spann,1.54,name
spanned,2.91,verb
spanner,3.4,noun
spannered,1.39,adjective
spanners,2.61,noun
spannery,1.17,noun
spannic,1.6,adjective
spanning,3.16,verb
spans,3.12,noun
spanx,1.81,name
spaoesy,1.17,noun
spar,2.92,name
sparco,1.17,name
spare,4.44,adjective
spared,3.45,verb
spareness,1.3,noun
spareribs,1.54,noun
spares,2.92,noun
sparge,1.3,noun
spargens,1.3,verb
spargo,2.33,name
sparing,2.67,verb
sparingly,2.43,adverb
spark,3.85,verb
sparkbrook,1.81,name
sparked,3.59,verb
sparkes,1.65,name
sparkford,1.54,name
sparkhall,1.17,name
sparkhill,2.17,name
sparkically,1.3,adverb
sparkie,3.2,name
sparkier,1.17,adjective
sparkies,1.3,noun
sparkiest,1.17,adjective
sparkin,1.74,name
sparkiness,1.3,noun
sparking,2.87,verb
sparkle,3.6,noun
sparklebox,1.84,name
sparkled,2.53,verb
sparklely,1.17,adverb
sparkler,2.58,noun
sparklers,2.4,noun
sparkles,3.05,noun
sparklets,1.17,noun
sparklier,1.54,adjective
sparklies,1.17,noun
sparkliest,1.39,adjective
sparklin,1.17,noun
sparkling,3.76,adjective
sparklingly,1.3,adverb
sparklings,1.17,noun
sparkly,3.6,adverb
sparknotes,1.3,noun
sparko,1.9,name
sparkplug,1.3,noun
sparks,3.73,verb
sparkwell,1.39,name
sparky,3.13,name
sparman,1.84,name
sparp,1.17,adjective
sparr,1.3,verb
sparra,1.77,noun
sparred,2,verb
sparring,3.04,verb
sparro,1.6,name
sparrow,3.38,noun
sparrowgrass,1.17,noun
sparrowhawk,2.65,noun
sparrowhawks,2.51,noun
sparrows,2.85,noun
spars,2.09,noun
sparse,2.88,adjective
sparsely,2.72,adverb
sparseness,1.17,noun
sparser,1.54,noun
sparsest,1.17,adjective
sparshatt,1.3,name
sparshott,1.17,name
sparsity,1.54,noun
spart,1.39,noun
sparta,2.83,name
spartacus,2.92,name
spartak,2.09,name
spartan,3.01,name
spartans,2.8,name
sparticle,2.66,name
sparticles,2.09,name
sparticus,1.17,noun
spartivan,1.81,name
sparv,1.39,name
spas,2.44,noun
spasiba,1.47,name
spasibo,1.6,name
spasm,2.75,noun
spasming,1.65,verb
spasmo,1.17,noun
spasmodic,1.77,adjective
spasms,2.5,noun
spass,1.39,name
spassky,2.47,name
spastic,2.39,adjective
spasticity,1.74,noun
spastics,1.87,noun
spat,3.45,noun
spatch,1.3,noun
spatchcock,1.97,noun
spatchcocked,1.54,verb
spatchcocking,1.17,verb
spate,3.02,noun
spates,1.17,noun
spatial,2.9,adjective
spatially,1.81,adverb
spatio,1.17,noun
spatla,1.17,noun
spats,2.52,noun
spatter,2.21,noun
spattered,2.3,verb
spattering,1.81,verb
spatters,1.65,noun
spatula,2.95,noun
spatulas,1.87,noun
spatulate,1.81,verb
spatuletail,1.39,noun
spatulistic,1.39,adjective
spatz,1.17,name
spatzle,1.77,noun
spaubging,1.17,verb
spaulding,1.65,name
spaun,1.39,name
spaven,1.3,name
spaw,1.17,name
spawn,3.14,verb
spawned,2.95,verb
spawning,3,verb
spawns,1.77,verb
spay,1.74,noun
spayed,1.97,verb
spaying,1.47,verb
spaz,1.9,noun
spazzatura,1.17,noun
spazzed,1.17,verb
spazzes,1.17,verb
spazzy,1.3,adjective
spba,1.39,name
spbs,1.17,noun
spbtd,1.47,noun
spc,1.3,name
spca,1.47,name
spd,1.47,name
spe,1.39,verb
speabg,1.3,name
speak,5.09,verb
speaka,1.17,unclassified
speakeasies,1.74,noun
speakeasy,2.41,name
speaker,4.53,name
speakerer,1.39,name
speakerphone,2.17,noun
speakers,3.67,noun
speaketh,1.17,verb
speakin,1.74,verb
speaking,4.78,verb
speakman,1.54,name
speako,1.17,verb
speaks,4.12,verb
speaky,1.87,name
spean,1.47,name
spear,3.42,noun
speared,2.17,verb
spearfish,1.6,adjective
spearhead,2.48,noun
spearheadded,1.17,verb
spearheadding,1.17,verb
spearheaded,2.55,verb
spearheading,2.45,verb
spearheads,1.84,noun
spearing,2.34,verb
spearior,1.17,noun
spearman,2.04,name
spearmen,1.3,noun
spearmint,2.23,noun
spearmon,2.36,name
spearritt,1.3,name
spears,3.4,name
speas,1.17,noun
spec,3.43,noun
specced,1.47,verb
speccing,1.17,verb
speccy,2.21,noun
speci,1.3,noun
special,5.32,adjective
specialallity,1.17,noun
speciale,1.93,noun
specialer,1.3,adjective
specialfully,1.17,adverb
specialisation,2.24,noun
specialisations,1.65,noun
specialise,3.38,verb
specialised,3.62,verb
specialises,3.46,verb
specialising,3.14,verb
specialism,2.69,noun
specialisms,2.39,noun
specialist,4.41,noun
specialists,3.62,noun
specialite,1.47,noun
specialities,2.7,noun
speciality,3.58,noun
specialize,1.47,verb
specialized,1.95,verb
specializes,1.39,verb
specially,3.97,adverb
specialness,1.81,noun
specials,3.2,noun
specialties,1.93,noun
specialty,2.45,noun
speciation,1.74,noun
specie,1.3,noun
species,4.6,noun
specific,4.47,adjective
specifically,4.26,adverb
specification,3.09,noun
specifications,2.79,noun
specificity,1.54,noun
specificly,1.17,adverb
specifics,3.17,noun
specified,3.11,verb
specifiers,1.3,noun
specifies,1.87,verb
specify,2.98,verb
specifying,2.17,verb
specimen,3.44,noun
specimens,3.35,noun
speciosa,1.17,noun
speciosum,1.3,noun
specious,2.04,adjective
speck,3.01,noun
specked,1.3,verb
speckle,1.87,noun
speckled,2.75,adjective
speckledy,1.3,adjective
speckles,2.52,noun
speckling,1.74,noun
speckly,1.81,adverb
speckor,1.17,name
specks,2.63,noun
specktation,1.39,verb
specky,1.65,adjective
specs,3.09,noun
specsavers,2.34,noun
specsy,1.17,adjective
spect,1.9,verb
spectabile,1.17,noun
spectabilis,1.39,noun
spectacle,3.78,noun
spectacled,2.44,adjective
spectacles,3.42,noun
spectacular,4.43,adjective
spectacularly,3.31,adverb
spectaculars,1.97,noun
spectate,1.84,verb
spectating,2.02,verb
spectator,3.35,noun
spectators,3.62,noun
specter,2.08,noun
spectical,1.7,noun
specticals,1.3,noun
specting,1.3,verb
spective,1.6,noun
spectives,1.17,noun
spectize,1.17,noun
spectocular,1.7,adjective
spectopular,1.65,adjective
spectopularly,1.17,adjective
spector,2.6,name
spectra,1.95,noun
spectral,2.29,adjective
spectre,2.93,noun
spectres,1.74,noun
spectrograph,1.65,noun
spectrometer,2.09,noun
spectrometers,1.39,noun
spectrometry,1.17,noun
spectroscope,1.6,noun
spectroscopy,1.7,adjective
spectrum,3.8,noun
spectrums,1.81,noun
specular,1.17,adjective
speculate,3.41,verb
speculated,2.73,verb
speculaters,1.17,noun
speculates,1.77,verb
speculating,3.05,verb
speculation,3.92,noun
speculations,2.4,noun
speculative,3.33,adjective
speculatively,2.11,adverb
speculator,2.34,noun
speculators,2.93,noun
speculum,1.9,noun
sped,3.05,verb
spedding,1.7,name
spee,2.29,name
speeber,1.17,name
speebgspeebg,1.17,name
speech,4.72,noun
speeched,1.3,adjective
speeches,3.77,noun
speechifying,1.39,verb
speechless,3.68,adjective
speechmaker,1.17,noun
speechmaking,1.17,verb
speechs,1.9,noun
speechwriter,2.21,noun
speechwriters,1.17,noun
speechwriting,1.17,noun
speed,4.91,noun
speedball,1.47,noun
speedboat,2.89,noun
speedboats,2.29,noun
speeded,2.99,verb
speeder,2.24,noun
speeders,1.84,noun
speedie,1.77,name
speedier,2.26,adjective
speediest,1.97,adjective
speedily,2.65,adverb
speedin,1.39,noun
speediness,1.39,noun
speeding,3.72,verb
speedman,1.17,name
speedo,2.43,noun
speedometer,2.49,noun
speedometers,1.39,noun
speedos,2.67,noun
speeds,3.76,noun
speedster,2.2,noun
speedsters,1.74,noun
speedwagon,1.17,name
speedway,2.71,noun
speedwell,2.08,name
speedy,3.69,adjective
speelfox,1.3,noun
speelman,1.17,name
speem,1.17,verb
speep,1.17,adjective
speer,1.93,name
speers,1.47,name
speidi,1.81,name
speight,2.25,name
speil,1.3,verb
speilberg,1.39,name
speirs,1.87,name
speke,2.39,name
spelbound,1.7,name
speldhurst,1.39,name
speleological,1.17,name
spell,4.31,noun
spellbinding,2.43,verb
spellbindingly,1.17,adverb
spellbound,2.68,adjective
spellcheck,1.54,noun
spellchecker,1.39,noun
spelled,3.13,verb
speller,1.65,noun
spellers,1.65,noun
spelling,3.69,noun
spellings,2.33,noun
spellman,2.51,name
spells,4.19,noun
spelman,2.81,name
spelt,3.63,verb
spelter,3.06,noun
spelunking,1.39,verb
spem,1.6,unclassified
speme,1.17,verb
spen,1.87,name
spence,3.71,name
spencely,1.17,name
spencer,3.98,name
spencerport,1.17,name
spencers,2.55,name
spend,5.13,verb
spendable,1.17,adjective
spendaholic,1.54,adjective
spender,3.02,noun
spenders,2.84,noun
spendin,1.87,verb
spending,5,noun
spendings,1.54,noun
spendling,1.17,noun
spends,3.93,verb
spendshe,1.17,name
spendsing,1.17,verb
spendthrift,2.23,noun
spendthrifts,1.3,noun
spening,1.17,verb
spenlow,1.3,name
spennymoor,2.09,name
spenser,2.25,name
spent,5.13,verb
spenting,1.17,verb
spents,1.3,noun
spepbs,1.39,noun
spepbtd,1.39,verb
sper,1.87,noun
speranza,1.47,unclassified
sperience,1.17,noun
sperl,1.39,name
sperlonga,1.54,name
sperm,3.68,noun
spermicide,1.17,noun
sperminator,1.47,name
sperms,1.7,noun
spero,1.97,name
speroni,2.42,name
sperrin,1.54,name
sperrins,1.65,name
sperry,1.7,name
spert,1.17,noun
spes,1.7,verb
spesh,1.7,noun
spesif,1.3,adjective
spesman,1.54,noun
spet,1.17,verb
spetchley,1.7,name
speur,1.17,unclassified
spew,2.59,verb
spewbrain,1.17,noun
spewed,2.47,verb
spewer,1.17,adjective
spewing,2.77,verb
spews,1.74,verb
spex,1.6,name
spexy,1.17,name
spey,2.55,name
speyside,2.24,name
spezia,1.39,name
spf,1.9,name
spfplt,1.17,verb
spg,1.54,name
sphagnum,2.4,noun
sphairistike,1.65,noun
sphere,3.68,noun
spheres,3.18,noun
spherical,2.79,adjective
sphericals,1.39,noun
spherification,2.21,noun
spherified,1.87,adjective
sphero,1.39,name
spheroid,1.39,noun
spheroids,1.47,noun
sphincter,2.48,noun
sphincters,2.02,noun
sphinx,2.79,name
sphinxes,1.81,noun
sphygmomanometer,1.39,noun
sphynx,1.47,name
spi,1.81,unclassified
spic,2.19,adjective
spica,1.97,name
spiccato,1.17,noun
spice,4.15,noun
spiced,3.5,adjective
spicer,2.47,name
spices,3.98,noun
spiceworld,1.39,name
spicey,1.9,adjective
spich,1.17,verb
spicier,2,adjective
spiciest,1.54,adjective
spiciness,2.59,noun
spicing,2.84,noun
spick,2.83,noun
spickler,1.3,name
spicks,1.39,name
spics,1.6,noun
spiculus,1.65,name
spicy,3.98,noun
spicyness,1.74,noun
spider,4.24,noun
spidering,1.17,verb
spiderling,1.17,verb
spiderlings,2.06,noun
spiderman,3.01,name
spiders,3.88,noun
spiderwick,1.39,name
spidery,2.19,noun
spides,1.3,noun
spidey,2.21,name
spied,3.12,verb
spieder,1.17,noun
spiegel,2.16,name
spiegelburg,1.74,name
spiegelhalter,1.77,name
spiel,2.4,noun
spielberg,3.23,name
spielbergs,1.17,name
spielen,1.39,noun
spielrein,1.17,name
spielt,1.17,noun
spiers,2.02,name
spies,3.62,noun
spieth,1.39,name
spiff,1.17,verb
spiffed,1.3,verb
spiffing,2.5,verb
spiffingly,1.17,adverb
spiffy,1.74,adjective
spigot,1.95,noun
spigots,1.39,noun
spik,1.6,name
spike,3.77,name
spiked,2.97,verb
spiker,1.93,name
spikes,3.47,noun
spikey,2.6,name
spikier,1.54,adjective
spikily,1.17,adverb
spikiness,1.3,noun
spiking,2.37,verb
spiky,3.51,adjective
spile,1.39,adjective
spill,3.88,noun
spillage,2.69,noun
spillages,2.23,noun
spillane,2.04,name
spillard,1.17,name
spilled,3.38,verb
spiller,2.33,name
spillers,1.17,name
spillikins,1.3,noun
spillin,1.17,verb
spilling,3.32,noun
spillover,2.09,noun
spills,3.24,verb
spillway,1.47,noun
spilsbury,1.47,name
spilt,3.29,verb
spin,4.41,noun
spin-off,2.93,noun
spina,2.39,noun
spinach,3.87,noun
spinaci,1.17,unclassified
spinal,3.7,adjective
spinderella,1.17,name
spinding,1.17,verb
spindle,2.64,noun
spindler,1.17,name
spindles,2.64,noun
spindly,2.63,adverb
spindoctor,1.3,noun
spindrift,1.6,noun
spine,3.91,noun
spined,1.39,verb
spinel,1.17,noun
spineless,2.77,adjective
spiner,1.3,noun
spines,3.15,noun
spinet,1.87,noun
spinets,1.17,noun
spinetti,2.02,name
spiney,1.47,adjective
sping,1.54,verb
spingly,1.39,adverb
spiniest,1.3,adjective
spinifex,1.17,noun
spining,1.17,verb
spink,2.04,name
spinks,2.54,name
spinnaker,2.21,name
spinnakers,1.3,noun
spinned,1.3,verb
spinner,3.33,noun
spinnerets,1.87,noun
spinners,2.85,noun
spinney,2.04,noun
spinnin,2.31,verb
spinning,4.08,adjective
spinny,2.49,adjective
spino,1.77,name
spinoff,1.54,noun
spinola,1.17,name
spinone,1.17,noun
spinosaurus,2.63,name
spinous,1.39,adjective
spinoza,2.09,name
spins,3.47,verb
spinster,2.92,noun
spinsterhood,1.17,verb
spinsterish,1.17,adjective
spinsterism,1.17,noun
spinsters,2.16,noun
spinx,1.47,name
spiny,2.81,adjective
spion,1.74,name
spipbs,1.17,verb
spir,1.3,noun
spiracle,1.17,noun
spiracles,1.6,noun
spiraea,1.6,noun
spiral,3.72,noun
spiraled,1.54,verb
spiralled,2.88,verb
spiralling,3.22,verb
spirally,1.65,adverb
spirals,2.82,noun
spiration,1.3,noun
spirbl,1.17,noun
spire,3.19,noun
spired,1.54,verb
spireite,1.3,name
spireites,2.16,name
spires,2.96,noun
spirig,1.84,name
spiring,1.74,verb
spirit,4.66,noun
spirital,1.17,adjective
spiritality,1.39,noun
spirited,3.29,adjective
spiritedness,1.54,noun
spirites,1.6,name
spiriting,1.17,verb
spiritless,1.3,adjective
spirito,1.39,name
spirits,4.06,noun
spiritu,2.2,noun
spiritual,3.98,adjective
spiritualism,2.17,noun
spiritualist,2.37,noun
spiritualists,1.54,noun
spirituality,3.02,noun
spiritually,2.9,adverb
spirituals,2.31,noun
spiritui,1.47,name
spiritus,2.31,name
spirity,1.17,noun
spiro,2.57,name
spirochetes,1.17,noun
spirograph,2.19,name
spirometer,1.54,noun
spirometry,1.17,noun
spiros,1.77,name
spirt,1.65,noun
spish,1.17,adjective
spit,3.86,verb
spital,1.3,adjective
spitalfield,1.3,name
spitalfields,2.69,name
spitball,1.7,noun
spite,3.73,noun
spiteful,2.76,adjective
spitefully,1.47,adverb
spiteri,2.32,name
spitfire,3.51,name
spitfires,3,noun
spithead,1.54,name
spiting,1.65,verb
spits,2.9,verb
spitsbergen,1.74,name
spitted,1.3,verb
spitter,1.81,noun
spitters,1.54,noun
spittin,1.84,verb
spitting,3.48,verb
spittle,2.24,noun
spittles,1.39,name
spittoon,2.11,noun
spittoons,1.39,noun
spitty,1.7,adjective
spitz,2.61,name
spitzer,2.78,name
spiv,2.13,noun
spivey,1.95,name
spivs,2.26,noun
spivvy,1.39,name
spl,3.55,name
spla,1.77,name
splap,1.17,noun
splash,4.13,noun
splashback,2.23,noun
splashbacks,1.81,noun
splashdown,2.34,noun
splashed,3.33,verb
splasher,2.6,name
splashes,2.96,noun
splashguard,1.17,noun
splashin,1.6,noun
splashing,3.52,verb
splashtastic,1.17,adjective
splashy,2.63,adjective
splat,3.66,noun
splatacious,1.39,adjective
splatalot,3.14,name
splatapult,1.54,name
splaterrific,1.17,adjective
splatfest,1.6,noun
splatfests,1.39,noun
splatless,1.17,adjective
splatness,1.17,noun
splats,2.95,noun
splatt,1.54,name
splattage,1.17,noun
splatted,2.58,verb
splatter,2.67,noun
splattered,2.72,verb
splatterer,1.17,noun
splatterific,1.17,adjective
splattering,2,verb
splatters,2.02,noun
splattery,1.39,noun
splattier,1.65,adjective
splatting,2.68,verb
splatty,2.41,adjective
splatues,1.7,noun
splatzooka,2.36,noun
splay,2.09,verb
splayed,2.38,verb
splaying,1.84,verb
splays,1.39,verb
spleen,3.12,noun
spleens,1.74,noun
spleenwort,1.17,noun
splen,1.39,adjective
splend,1.3,adjective
splender,1.17,noun
splendera,1.3,noun
splendid,4.05,adjective
splendide,1.47,name
splendidly,2.69,adverb
splendido,2.21,noun
splendiferous,2.2,adjective
splendor,1.65,noun
splendored,1.84,adjective
splendorous,1.17,adjective
splendour,3.36,noun
splendoured,1.47,adjective
splendours,2.31,noun
splenectomy,2.02,noun
splenetic,1.3,adjective
splenic,1.93,adjective
splice,2.41,noun
spliced,2.23,verb
splices,1.17,noun
splicing,1.97,verb
splietly,1.17,adverb
spliff,2.61,noun
spliffed,1.3,verb
spliffs,1.81,noun
splifs,1.17,noun
splim,1.3,verb
splink,1.17,noun
splint,3.07,noun
splinted,2.06,verb
splinter,2.93,noun
splintered,2.35,adjective
splintering,2.13,verb
splinters,2.7,noun
splintery,1.65,adjective
splinting,1.54,verb
splints,2.47,noun
splip,1.3,adjective
splish,3.41,adjective
splished,1.17,verb
splishety,1.17,name
splishing,1.77,verb
splishy,2.11,name
split,4.63,verb
spliter,1.39,noun
spliting,2.21,verb
splits,3.59,verb
splitsville,1.47,name
splitted,1.17,adjective
splitter,2.45,noun
splitters,1.6,noun
splitties,1.17,noun
splittin,1.17,verb
splitting,3.69,noun
splittingly,1.3,adverb
splitty,1.3,noun
splod,1.84,noun
splodge,2.94,noun
splodged,1.39,verb
splodger,1.3,noun
splodges,2.17,noun
splodging,2.11,verb
splodgy,1.87,adjective
sploding,1.17,verb
sploosh,2.24,name
splooshy,1.65,adjective
sploot,1.17,noun
splosh,3.26,verb
sploshed,1.47,verb
splosher,1.17,noun
sploshes,1.47,noun
sploshing,2.19,verb
sploshingtons,1.17,noun
sploshy,1.74,adjective
splosive,1.17,adjective
splot,1.6,noun
splotch,1.54,noun
splotches,1.39,noun
splott,2.33,name
splugen,1.47,name
splurge,2.64,noun
splurged,1.77,verb
splurging,1.7,verb
splurt,1.39,noun
splurted,1.17,verb
splush,1.3,verb
splutering,1.17,verb
splutter,2.02,verb
spluttered,2.06,verb
spluttering,2.39,verb
splutters,2.25,noun
spm,1.39,name
spn,1.17,noun
spo,1.17,name
spo2,1.17,number
spobs,1.17,noun
spock,2.81,name
spod,1.17,noun
spode,2.92,name
spods,1.17,verb
spoetion,1.17,adjective
spofforth,2.08,name
spoforth,1.39,name
spofrplt,1.17,noun
spoglie,1.17,unclassified
spoil,3.89,verb
spoilage,1.39,noun
spoiled,3.48,verb
spoiler,2.7,noun
spoilers,2.42,noun
spoiling,3.37,verb
spoils,3.33,noun
spoilsport,2.72,noun
spoilsports,1.17,noun
spoilt,3.65,adjective
spoipbt,1.17,noun
spokane,1.3,name
spoke,4.68,verb
spoked,1.54,adjective
spokeen,1.17,verb
spokeman,1.3,noun
spoken,4.51,verb
spokes,2.91,noun
spokeshave,1.47,noun
spokesman,3.81,noun
spokesmen,2.24,noun
spokespeople,1.9,noun
spokesperson,3.24,noun
spokespersons,1.84,noun
spokeswoman,2.44,noun
spokeswomen,1.3,noun
spoking,1.39,verb
spoments,1.17,noun
spon,1.9,name
sponde,1.7,name
spondon,1.93,name
spondoolicks,1.39,noun
